,magnitude_of_delay,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,incidents,National,Regional,day_of_month,week_day,month,hour,day_of_year,season,is_holiday,is_weekend
1585,0,0,0,11.0,1027.0,76.0,1.0,0,2,5,0,26,4,3,21,85,1,0,1
1586,2,4579,2,14.0,1020.0,66.0,0.0,0,4,12,0,20,5,11,10,324,2,0,1
1587,0,0,2,21.0,1013.0,68.0,0.0,0,0,5,0,24,4,9,11,267,3,0,1
1588,0,0,0,13.0,1009.0,72.0,2.0,0,3,5,0,9,6,5,22,129,0,0,1
1589,0,0,0,7.0,1026.0,90.0,0.0,0,0,0,0,13,5,3,0,72,0,0,1
1590,0,0,2,13.0,1014.0,94.0,3.0,0,0,0,0,27,0,12,9,361,3,0,1
1591,0,40,2,16.0,1017.0,48.0,0.0,0,3,6,0,2,6,5,19,122,0,0,1
1592,0,0,0,13.0,1012.0,94.0,0.0,0,0,0,0,27,0,12,5,361,3,0,1
1593,0,0,2,13.0,1021.0,67.0,2.0,0,3,5,0,11,1,5,12,131,0,0,1
1594,0,439,2,16.0,1011.0,93.0,0.0,0,1,7,0,31,6,10,12,304,3,0,1
1595,0,0,2,16.0,1022.0,93.0,1.0,0,0,5,0,5,1,10,10,278,2,1,1
1596,0,0,0,25.0,1016.0,41.0,2.0,0,0,5,0,15,3,7,23,196,1,0,1
1597,0,0,0,16.0,1025.0,75.0,1.0,0,0,5,0,30,3,9,6,273,3,0,1
1598,0,0,0,11.0,1024.0,92.0,1.0,0,3,0,0,28,3,1,6,28,3,0,1
1599,0,618,2,11.0,1018.0,93.0,2.0,0,1,0,2,1,0,2,8,32,3,0,1
1600,0,0,2,12.0,1024.0,84.0,1.0,0,0,5,0,13,1,7,7,194,1,0,1
1601,2,10490,2,20.0,1012.0,46.0,0.0,0,4,26,1,6,1,4,18,96,0,0,1
1602,0,0,0,12.0,1005.0,91.0,0.0,0,3,5,0,28,2,4,6,118,1,0,1
1603,0,275,1,12.0,1018.0,88.0,0.0,0,3,6,0,19,0,4,7,109,0,0,1
1604,0,0,2,19.0,1022.0,80.0,0.0,0,0,5,0,26,6,9,10,269,3,0,1
1605,0,0,0,14.0,1012.0,75.0,2.0,0,3,5,0,15,3,4,1,105,0,0,1
1606,0,0,2,25.0,1021.0,39.0,0.0,0,3,5,0,5,5,6,16,156,1,0,1
1607,2,2260,2,9.0,1020.0,85.0,0.0,0,4,16,3,8,2,12,16,342,3,1,1
1608,2,0,0,13.0,1019.0,81.0,0.0,0,1,8,0,10,2,11,21,314,2,0,1
1609,0,321,2,17.0,1011.0,72.0,3.0,0,3,5,0,24,5,4,11,114,1,0,1
1610,2,9493,2,16.0,1013.0,80.0,2.0,0,4,28,0,1,1,6,18,152,1,0,1
1611,0,35,2,17.0,1019.0,44.0,6.0,0,3,5,0,2,6,5,15,122,0,0,1
1612,0,138,2,15.0,1023.0,68.0,1.0,0,1,5,0,22,4,10,10,295,3,0,1
1613,0,140,2,19.0,1022.0,57.0,0.0,0,1,6,0,23,5,10,13,296,3,0,1
1614,0,0,2,9.0,1022.0,78.0,1.0,0,0,2,0,28,6,11,15,332,3,0,1
1615,2,4491,2,25.0,1019.0,53.0,3.0,0,4,13,0,8,4,10,17,281,2,0,1
1616,0,0,2,20.0,1010.0,56.0,0.0,0,3,5,0,24,5,4,14,114,1,0,1
1617,2,3890,2,21.0,1019.0,73.0,0.0,0,4,9,1,10,4,9,19,253,2,0,1
1618,0,0,0,15.0,1022.0,80.0,0.0,0,3,5,0,6,6,6,1,157,1,0,1
1619,0,0,0,11.0,1021.0,84.0,1.0,0,0,5,0,22,4,10,4,295,3,0,1
1620,0,0,0,10.0,1023.0,66.0,4.0,0,0,3,0,18,3,11,1,322,2,0,1
1621,2,1040,2,7.0,1013.0,63.0,0.0,0,2,8,0,22,0,11,8,326,3,0,1
1622,0,62,0,11.0,1014.0,92.0,2.0,0,3,0,0,30,5,1,1,30,3,0,1
1623,0,0,2,18.0,1017.0,75.0,0.0,0,0,5,0,6,1,7,11,187,1,0,1
1624,0,0,0,11.0,1018.0,93.0,0.0,0,0,0,0,2,1,2,0,33,3,0,1
1625,0,0,2,16.0,1015.0,93.0,1.0,0,0,5,0,25,5,9,10,268,3,0,1
1626,0,0,0,2.0,1031.0,100.0,1.0,0,2,0,2,17,6,1,0,17,3,0,1
1627,2,2925,2,17.0,1013.0,78.0,0.0,0,4,11,0,24,4,9,8,267,3,0,1
1628,0,0,0,15.0,1024.0,91.0,1.0,0,0,5,0,5,1,10,23,278,2,1,1
1629,2,8670,0,13.0,1018.0,79.0,1.0,0,4,25,0,12,4,11,18,316,2,0,1
1630,0,0,0,11.0,1021.0,93.0,0.0,0,0,2,0,28,6,11,18,332,3,0,1
1631,2,2943,2,11.0,1025.0,94.0,0.0,0,4,7,0,9,3,12,14,343,3,0,1
1632,0,0,0,11.0,1016.0,93.0,0.0,0,0,0,0,2,1,2,4,33,3,0,1
1633,0,0,0,15.0,1021.0,93.0,1.0,0,0,5,0,21,3,10,3,294,3,0,1
1634,0,33,2,16.0,1016.0,90.0,0.0,0,1,6,0,27,1,7,8,208,1,0,1
1635,0,0,0,16.0,1018.0,41.0,2.0,0,0,5,0,13,2,10,5,286,2,0,1
1636,0,0,0,10.0,1017.0,92.0,0.0,1,1,0,0,31,6,1,3,31,3,0,1
1637,2,617,2,11.0,1010.0,91.0,0.0,1,3,1,0,21,3,1,9,21,3,0,1
1638,0,0,0,7.0,1025.0,94.0,1.0,0,0,3,0,30,1,11,5,334,3,0,1
1639,0,1185,0,8.0,1022.0,92.0,0.0,0,4,15,0,8,2,12,19,342,3,1,1
1640,0,0,2,14.0,1020.0,44.0,0.0,0,0,0,0,9,1,3,13,68,0,0,1
1641,0,0,0,16.0,1022.0,92.0,1.0,0,0,5,0,27,0,9,7,270,3,0,1
1642,0,1035,2,24.0,1013.0,26.0,1.0,0,4,8,0,11,4,6,13,162,1,0,1
1643,0,0,0,16.0,1021.0,60.0,1.0,0,0,5,0,14,3,10,23,287,2,0,1
1644,0,0,0,7.0,1020.0,66.0,3.0,0,1,5,0,27,5,11,20,331,3,0,1
1645,0,0,1,16.0,1016.0,82.0,0.0,0,2,5,0,21,0,6,20,172,1,0,1
1646,0,0,0,12.0,1024.0,93.0,1.0,0,3,0,0,28,3,1,5,28,3,0,1
1647,0,40,2,10.0,1021.0,62.0,0.0,0,1,0,0,22,0,3,8,81,1,0,1
1648,2,598,2,17.0,1021.0,59.0,4.0,0,2,7,1,21,3,10,14,294,3,0,1
1649,0,0,0,11.0,1013.0,60.0,5.0,0,0,0,0,19,4,3,22,78,0,0,1
1650,2,3352,1,22.0,1021.0,41.0,3.0,0,4,13,0,20,0,9,19,263,2,0,1
1651,0,373,0,14.0,1022.0,81.0,1.0,0,1,6,0,22,4,10,22,295,3,0,1
1652,2,984,2,15.0,1026.0,59.0,1.0,0,3,6,0,5,4,11,13,309,2,0,1
1653,0,137,2,13.0,1019.0,66.0,3.0,0,1,5,1,4,3,11,16,308,2,0,1
1654,0,0,0,11.0,1019.0,87.0,2.0,0,3,5,0,11,1,5,21,131,0,0,1
1655,0,73,2,9.0,1012.0,91.0,3.0,1,1,0,0,23,5,1,9,23,3,0,1
1656,0,0,0,10.0,1024.0,69.0,2.0,0,0,5,0,19,4,11,3,323,2,0,1
1657,0,30,2,18.0,1020.0,59.0,2.0,0,4,5,0,3,3,6,12,154,1,1,1
1658,0,0,0,19.0,1007.0,52.0,3.0,0,2,5,0,1,3,4,1,91,0,0,1
1659,0,0,2,15.0,1021.0,92.0,0.0,0,0,5,0,26,6,9,8,269,3,0,1
1660,0,0,0,16.0,1020.0,87.0,0.0,0,0,5,0,3,5,7,22,184,1,0,1
1661,0,1886,1,18.0,1016.0,52.0,4.0,0,4,12,0,16,4,4,20,106,0,0,1
1662,0,862,2,16.0,1016.0,92.0,1.0,0,1,6,0,5,0,7,7,186,1,0,1
1663,0,41,0,18.0,1010.0,91.0,1.0,0,1,5,0,13,0,9,23,256,2,0,1
1664,0,0,0,8.0,1027.0,91.0,1.0,0,1,5,0,4,5,12,23,338,3,0,1
1665,0,0,0,15.0,1022.0,73.0,0.0,0,0,5,0,22,4,10,23,295,3,0,1
1666,0,0,0,19.0,1022.0,88.0,1.0,0,0,5,0,19,1,10,0,292,2,0,1
1667,0,0,0,11.0,1023.0,97.0,1.0,0,0,2,0,28,6,11,22,332,3,0,1
1668,0,155,2,12.0,1025.0,74.0,0.0,0,1,6,0,12,6,12,10,346,3,0,1
1669,0,0,0,16.0,1016.0,73.0,1.0,0,0,5,0,26,5,6,5,177,1,0,1
1670,0,0,2,19.0,1022.0,60.0,0.0,0,0,5,0,12,0,7,16,193,1,0,1
1671,0,0,2,20.0,1024.0,40.0,2.0,0,0,0,0,17,2,3,14,76,0,0,1
1672,0,0,2,14.0,1026.0,54.0,0.0,0,0,0,0,18,0,1,12,18,3,0,1
1673,2,924,2,18.0,1022.0,72.0,2.0,0,1,10,0,25,0,10,13,298,3,0,1
1674,0,0,2,24.0,1021.0,48.0,3.0,0,0,5,0,20,0,9,15,263,2,0,1
1675,2,964,1,12.0,1024.0,91.0,1.0,0,3,4,0,10,2,3,18,69,0,0,1
1676,0,0,2,21.0,1022.0,50.0,1.0,0,0,5,0,7,3,10,10,280,2,0,1
1677,0,0,0,6.0,1014.0,88.0,1.0,0,3,5,0,1,5,5,5,121,0,1,1
1678,0,0,0,8.0,1025.0,93.0,2.0,0,0,5,0,12,6,12,2,346,3,0,1
1679,2,3069,2,17.0,1013.0,73.0,1.0,0,4,13,0,21,1,12,15,355,3,0,1
1680,0,0,0,14.0,1021.0,68.0,2.0,0,0,5,0,20,5,11,1,324,2,0,1
1681,0,0,0,9.0,1010.0,89.0,0.0,0,0,0,0,3,2,2,19,34,3,0,1
1682,0,0,0,17.0,1023.0,93.0,0.0,0,0,5,0,27,0,9,21,270,3,0,1
1683,0,674,2,14.0,1017.0,80.0,3.0,0,2,5,0,1,0,11,12,305,2,1,1
1684,2,12171,0,14.0,1015.0,82.0,2.0,0,4,29,2,22,2,12,18,356,3,0,1
1685,0,0,2,15.0,1019.0,79.0,0.0,0,0,5,0,18,5,9,9,261,2,0,1
1686,0,0,0,9.0,1024.0,96.0,1.0,0,0,2,0,29,0,11,7,333,3,0,1
1687,0,857,0,8.0,1024.0,93.0,1.0,0,2,6,0,29,0,11,23,333,3,0,1
1688,0,0,2,14.0,1025.0,94.0,1.0,0,0,1,0,29,2,12,9,363,3,0,1
1689,2,2667,2,9.0,1014.0,92.0,0.0,0,4,11,1,3,2,11,9,307,2,0,1
1690,2,535,2,10.0,1025.0,61.0,2.0,0,0,0,0,18,5,12,10,352,3,0,1
1691,0,0,0,8.0,1013.0,62.0,4.0,0,0,0,0,20,5,3,2,79,0,0,1
1692,0,0,0,14.0,1013.0,91.0,1.0,1,0,5,0,25,5,9,4,268,3,0,1
1693,0,486,2,17.0,1014.0,77.0,3.0,0,3,7,0,22,3,4,14,112,1,0,1
1694,0,0,0,12.0,1006.0,91.0,0.0,0,3,5,0,28,2,4,3,118,1,0,1
1695,0,495,1,12.0,1022.0,93.0,1.0,0,0,6,0,25,0,10,7,298,3,0,1
1696,0,0,2,16.0,1023.0,86.0,4.0,0,0,5,0,28,1,12,13,362,3,0,1
1697,0,0,0,11.0,1020.0,65.0,2.0,0,0,5,0,14,6,11,2,318,2,0,1
1698,0,0,2,9.0,1029.0,82.0,0.0,0,0,0,0,14,6,3,9,73,0,0,1
1699,2,4440,2,21.0,1019.0,59.0,2.0,0,4,11,0,15,4,10,17,288,2,0,1
1700,0,0,0,10.0,1017.0,92.0,2.0,0,1,0,0,31,6,1,4,31,3,0,1
1701,0,194,2,7.0,1018.0,92.0,1.0,0,4,6,0,11,1,5,7,131,0,0,1
1702,0,0,0,13.0,1018.0,81.0,1.0,0,3,5,0,14,2,4,2,104,0,0,1
1703,0,0,1,13.0,1019.0,86.0,0.0,0,0,5,0,12,0,7,6,193,1,0,1
1704,0,0,0,11.0,1023.0,77.0,1.0,0,0,5,0,26,1,10,2,299,3,0,1
1705,0,210,2,17.0,1022.0,77.0,1.0,0,0,6,0,24,6,10,17,297,3,0,1
1706,0,0,0,5.0,1017.0,90.0,1.0,0,0,2,0,26,4,11,7,330,3,0,1
1707,0,61,0,15.0,1023.0,88.0,1.0,0,1,7,0,4,0,10,22,277,2,0,1
1708,0,0,0,11.0,1020.0,92.0,1.0,0,0,5,0,11,3,11,22,315,2,0,1
1709,2,690,2,7.0,1027.0,81.0,2.0,0,2,3,0,18,0,1,9,18,3,0,1
1710,2,1079,2,24.0,1023.0,52.0,3.0,0,2,6,0,30,3,9,17,273,3,0,1
1711,0,158,2,14.0,1012.0,92.0,1.0,0,3,6,0,21,0,6,7,172,1,0,1
1712,0,0,0,7.0,1015.0,76.0,1.0,0,0,5,0,24,2,11,3,328,3,0,1
1713,0,0,0,17.0,1020.0,31.0,2.0,0,0,5,0,13,2,10,23,286,2,0,1
1714,0,0,0,15.0,1018.0,86.0,1.0,0,0,5,0,11,5,9,6,254,2,0,1
1715,0,0,0,9.0,1028.0,89.0,0.0,0,0,2,0,6,0,12,1,340,3,0,1
1716,0,259,0,17.0,1013.0,87.0,0.0,0,1,6,0,25,5,9,0,268,3,0,1
1717,0,0,2,20.0,1009.0,77.0,3.0,0,3,5,0,24,5,4,17,114,1,0,1
1718,0,0,0,14.0,1022.0,74.0,2.0,0,0,5,0,23,5,10,0,296,3,0,1
1719,0,0,0,15.0,1020.0,93.0,0.0,0,0,5,0,5,1,10,7,278,2,1,1
1720,2,6094,0,9.0,1027.0,85.0,0.0,0,4,14,1,30,1,11,19,334,3,0,1
1721,0,0,0,19.0,1015.0,48.0,3.0,0,2,5,0,31,2,3,6,90,1,0,1
1722,0,0,2,27.0,1016.0,46.0,0.0,0,3,5,0,15,1,6,11,166,1,0,1
1723,0,0,0,5.0,1022.0,77.0,0.0,0,0,0,0,10,2,3,6,69,0,0,1
1724,2,484,0,11.0,1022.0,76.0,1.0,0,3,9,0,25,3,3,19,84,1,0,1
1725,0,0,0,10.0,1019.0,93.0,1.0,0,0,5,0,12,4,11,0,316,2,0,1
1726,0,0,0,16.0,1016.0,92.0,1.0,0,0,5,0,5,0,7,5,186,1,0,1
1727,0,176,2,21.0,1010.0,76.0,0.0,0,1,5,0,14,1,9,11,257,2,0,1
1728,0,0,2,26.0,1015.0,54.0,0.0,0,0,5,0,27,1,7,15,208,1,0,1
1729,0,0,0,8.0,1025.0,69.0,2.0,0,0,2,0,19,6,12,4,353,3,0,1
1730,0,0,0,15.0,1011.0,92.0,1.0,0,2,5,0,18,4,6,1,169,1,0,1
1731,0,0,0,20.0,1016.0,72.0,3.0,0,3,5,0,11,4,6,22,162,1,0,1
1732,0,0,2,23.0,1022.0,33.0,2.0,0,2,5,0,28,6,3,17,87,1,0,1
1733,0,150,2,23.0,1021.0,28.0,2.0,0,1,6,0,8,3,7,14,189,1,0,1
1734,0,0,0,11.0,1019.0,76.0,1.0,0,3,5,0,3,0,5,0,123,0,0,1
1735,0,0,0,19.0,1017.0,73.0,2.0,0,3,5,0,15,1,6,1,166,1,0,1
1736,0,0,0,10.0,1024.0,81.0,1.0,0,0,0,0,14,1,12,2,348,3,0,1
1737,0,0,0,17.0,1021.0,82.0,1.0,0,0,5,0,20,2,10,1,293,2,0,1
1738,0,668,2,11.0,1015.0,74.0,1.0,0,1,6,0,24,2,11,16,328,3,0,1
1739,0,1045,2,15.0,1020.0,34.0,1.0,0,4,7,0,17,5,4,12,107,0,0,1
1740,0,0,2,18.0,1015.0,66.0,4.0,0,0,5,0,5,0,7,11,186,1,0,1
1741,0,800,2,17.0,1022.0,40.0,0.0,0,1,8,0,15,2,12,16,349,3,0,1
1742,0,229,2,13.0,1007.0,91.0,5.0,0,1,0,0,23,5,1,16,23,3,0,1
1743,0,0,0,9.0,1028.0,89.0,0.0,0,0,2,0,6,0,12,2,340,3,0,1
1744,2,1488,2,19.0,1019.0,80.0,0.0,0,3,10,0,16,3,9,9,259,2,0,1
1745,0,0,0,13.0,1026.0,93.0,0.0,0,1,0,0,27,2,1,17,27,3,0,1
1746,0,0,2,16.0,1016.0,91.0,0.0,0,0,5,0,24,5,7,9,205,1,0,1
1747,0,0,0,8.0,1025.0,80.0,2.0,0,0,5,0,18,3,11,7,322,2,0,1
1748,0,0,2,15.0,1019.0,78.0,0.0,0,3,5,0,13,1,4,15,103,0,0,1
1749,0,0,0,18.0,1021.0,78.0,2.0,0,2,5,0,22,1,6,21,173,1,0,1
1750,0,0,2,15.0,1027.0,47.0,0.0,0,0,0,0,16,1,3,11,75,0,0,1
1751,0,0,0,18.0,1018.0,86.0,1.0,0,0,5,0,20,1,7,21,201,1,0,1
1752,0,0,0,15.0,1017.0,93.0,1.0,0,0,5,0,17,6,10,1,290,2,0,1
1753,0,0,0,11.0,1020.0,89.0,1.0,0,2,5,0,29,1,6,5,180,1,0,1
1754,0,496,2,21.0,1018.0,34.0,0.0,0,4,8,0,3,0,5,14,123,0,0,1
1755,0,0,0,14.0,1015.0,72.0,2.0,0,2,5,0,4,6,4,3,94,0,1,1
1756,0,0,2,12.0,1018.0,93.0,2.0,0,0,0,0,1,0,2,15,32,3,0,1
1757,2,2661,2,8.0,1026.0,76.0,1.0,0,4,9,0,5,4,11,8,309,2,0,1
1758,0,0,0,11.0,1019.0,86.0,1.0,0,0,0,0,1,0,3,22,60,0,0,1
1759,0,0,0,10.0,1014.0,91.0,1.0,0,0,0,0,5,4,3,3,64,0,0,1
1760,0,0,2,17.0,1021.0,68.0,1.0,0,0,5,0,23,5,10,17,296,3,0,1
1761,0,0,0,13.0,1018.0,80.0,0.0,1,3,5,0,19,0,4,3,109,0,0,1
1762,0,0,0,21.0,1012.0,78.0,1.0,0,2,5,0,16,2,6,1,167,1,0,1
1763,0,0,2,18.0,1017.0,69.0,4.0,0,0,5,0,27,6,6,12,178,1,0,1
1764,2,1251,2,21.0,1015.0,70.0,0.0,0,3,9,0,23,4,7,19,204,1,0,1
1765,0,0,0,11.0,1025.0,91.0,1.0,0,0,0,0,10,2,3,20,69,0,0,1
1766,0,0,2,14.0,1020.0,67.0,1.0,0,3,5,0,3,3,6,9,154,1,1,1
1767,0,0,0,10.0,1023.0,76.0,2.0,0,0,5,0,26,1,10,6,299,3,0,1
1768,0,0,0,16.0,1019.0,90.0,1.0,0,0,5,0,5,0,7,0,186,1,0,1
1769,0,0,2,25.0,1017.0,51.0,1.0,0,0,5,0,11,5,9,14,254,2,0,1
1770,0,0,0,13.0,1013.0,73.0,1.0,0,0,0,0,3,2,3,22,62,0,0,1
1771,0,0,2,13.0,1010.0,92.0,2.0,0,2,5,0,20,6,6,7,171,1,0,1
1772,0,343,2,10.0,1023.0,61.0,1.0,0,1,3,0,28,6,11,12,332,3,0,1
1773,0,0,2,13.0,1009.0,75.0,1.0,0,0,0,0,3,2,2,15,34,3,0,1
1774,0,0,0,11.0,1010.0,93.0,1.0,1,0,0,0,25,5,12,21,359,3,1,1
1775,0,0,0,13.0,1018.0,89.0,1.0,0,0,5,0,18,5,9,4,261,2,0,1
1776,2,1969,2,13.0,1025.0,93.0,2.0,0,4,10,0,4,5,12,11,338,3,0,1
1777,0,81,2,9.0,1024.0,72.0,0.0,0,1,0,0,10,2,3,9,69,0,0,1
1778,0,128,2,23.0,1021.0,55.0,0.0,0,3,5,0,6,6,6,16,157,1,0,1
1779,0,463,2,16.0,1023.0,87.0,0.0,0,1,8,0,28,1,12,12,362,3,0,1
1780,0,462,2,18.0,1018.0,79.0,1.0,0,1,6,0,16,5,10,13,289,2,0,1
1781,0,0,0,12.0,1011.0,91.0,0.0,0,3,5,0,11,6,4,3,101,0,0,1
1782,0,0,0,14.0,1025.0,66.0,0.0,0,2,5,0,27,5,3,21,86,1,0,1
1783,0,0,0,23.0,1016.0,45.0,1.0,0,0,5,0,17,5,7,0,198,1,0,1
1784,0,0,0,16.0,1022.0,93.0,0.0,0,0,5,0,20,2,10,22,293,2,0,1
1785,0,0,0,17.0,1018.0,92.0,0.0,0,0,5,0,3,5,7,5,184,1,0,1
1786,0,0,0,12.0,1024.0,70.0,2.0,0,0,5,0,21,1,9,4,264,3,0,1
1787,0,0,0,18.0,1018.0,85.0,1.0,0,0,5,0,21,2,7,22,202,1,0,1
1788,0,0,2,9.0,1019.0,41.0,1.0,0,3,5,0,17,5,4,8,107,0,0,1
1789,0,0,0,11.0,1001.0,93.0,2.0,1,0,0,0,25,5,12,4,359,3,1,1
1790,0,142,2,20.0,1022.0,71.0,2.0,0,1,5,0,26,6,9,13,269,3,0,1
1791,0,0,2,17.0,1019.0,64.0,0.0,0,0,5,0,27,6,6,19,178,1,0,1
1792,0,0,0,14.0,1017.0,90.0,0.0,0,2,5,0,21,0,6,22,172,1,0,1
1793,0,1282,2,13.0,1020.0,94.0,1.0,0,4,11,0,6,3,5,9,126,0,0,1
1794,0,0,0,13.0,1017.0,91.0,0.0,0,0,2,0,27,0,12,20,361,3,0,1
1795,0,721,2,14.583,1016.0,23.0,3.0,0,1,8,0,16,4,7,17,197,1,0,1
1796,0,986,2,9.0,1017.0,63.0,0.0,0,2,2,0,26,4,11,10,330,3,0,1
1797,2,4164,0,13.0,1018.0,72.0,2.0,0,3,7,0,20,5,11,19,324,2,0,1
1798,0,35,0,14.0,1018.0,70.0,0.0,0,1,5,0,21,6,11,0,325,3,0,1
1799,0,0,2,15.0,1019.0,50.0,0.0,0,0,0,0,20,5,3,18,79,0,0,1
1800,0,0,2,25.0,1018.0,71.0,2.0,0,3,5,0,13,6,6,15,164,1,0,1
1801,2,2845,2,19.0,1025.0,38.0,1.0,0,4,13,0,16,1,3,14,75,0,0,1
1802,0,0,1,18.0,1016.0,72.0,2.0,0,3,5,0,15,1,6,5,166,1,0,1
1803,0,89,0,18.0,1019.0,48.0,1.0,0,1,5,0,10,6,10,3,283,2,0,1
1804,0,0,0,17.0,1008.0,93.0,1.0,0,0,5,0,31,6,10,4,304,3,0,1
1805,2,1264,0,11.0,1005.0,92.0,2.0,0,0,4,0,24,4,12,17,358,3,0,1
1806,0,114,2,20.0,1015.0,57.0,2.0,0,4,5,0,14,2,4,15,104,0,0,1
1807,0,0,2,16.0,1020.0,92.0,0.0,0,0,5,0,4,6,7,7,185,1,0,1
1808,0,0,0,11.0,1014.0,76.0,2.0,0,3,5,0,16,4,4,6,106,0,0,1
1809,2,4730,0,11.0,1026.0,76.0,1.0,0,4,12,0,30,1,11,17,334,3,0,1
1810,0,0,0,11.0,1022.0,86.0,1.0,0,0,5,0,24,6,10,5,297,3,0,1
1811,0,0,2,11.0,1016.0,94.0,0.0,0,0,5,0,1,0,11,8,305,2,1,1
1812,0,0,0,19.0,1017.0,59.0,2.0,0,0,5,0,15,3,7,3,196,1,0,1
1813,0,0,0,13.0,1017.0,91.0,0.0,0,2,5,0,1,3,7,5,182,1,0,1
1814,0,0,0,13.0,1022.0,81.0,0.0,0,0,5,0,23,5,10,21,296,3,0,1
1815,0,0,0,18.0,1010.0,90.0,0.0,0,0,5,0,14,1,9,20,257,2,0,1
1816,0,0,0,19.0,1018.0,46.0,2.0,0,0,5,0,12,1,10,21,285,2,0,1
1817,0,0,0,20.0,1022.0,70.0,1.0,0,0,5,0,6,2,10,21,279,2,0,1
1818,0,0,0,18.0,1012.0,83.0,1.0,0,2,5,0,16,2,6,23,167,1,0,1
1819,0,0,0,16.0,1015.0,92.0,0.0,0,0,5,0,20,1,7,5,201,1,0,1
1820,0,577,2,8.0,1024.0,85.0,0.0,0,3,7,0,25,3,3,8,84,1,0,1
1821,0,269,0,11.0,1023.0,80.0,0.0,0,0,0,0,14,1,12,1,348,3,0,1
1822,0,0,0,10.0,1025.0,76.0,2.0,0,0,0,0,15,0,3,4,74,0,0,1
1823,0,0,1,7.0,1029.0,77.0,2.0,0,0,5,0,6,5,11,7,310,2,0,1
1824,0,0,2,19.0,1007.0,77.0,3.0,0,3,5,0,27,1,4,15,117,1,0,1
1825,0,0,0,8.0,1012.0,70.0,1.0,0,0,5,0,22,0,11,20,326,3,0,1
1826,0,0,2,12.0,1019.0,82.0,1.0,0,0,0,0,7,6,3,10,66,0,0,1
1827,2,451,0,12.0,1016.0,62.0,4.0,0,1,2,0,8,0,3,19,67,0,0,1
1828,0,0,2,10.0,1019.0,76.0,0.0,0,3,5,0,2,6,5,9,122,0,0,1
1829,0,43,0,15.0,1013.0,80.0,0.0,0,4,6,0,1,1,6,21,152,1,0,1
1830,0,0,2,20.0,1020.0,49.0,1.0,0,2,5,0,23,2,6,11,174,1,0,1
1831,0,162,2,18.0,1023.0,93.0,1.0,0,1,5,0,5,1,10,13,278,2,1,1
1832,0,111,0,16.0,1014.0,83.0,0.0,0,1,5,0,23,3,9,21,266,3,0,1
1833,2,1117,2,14.0,1016.0,84.0,1.0,0,1,1,0,22,2,12,10,356,3,0,1
1834,0,0,2,13.0,1028.0,93.0,1.0,0,0,0,0,27,2,1,13,27,3,0,1
1835,0,0,2,14.0,1023.0,92.0,1.0,1,0,0,0,26,1,1,12,26,3,0,1
1836,0,0,2,11.0,1027.0,88.0,2.0,0,0,0,0,12,4,3,11,71,0,0,1
1837,0,0,0,12.0,1022.0,94.0,0.0,0,1,5,0,10,4,12,7,344,3,0,1
1838,0,0,2,14.0,1007.0,94.0,2.0,0,0,0,0,26,6,12,14,360,3,0,1
1839,0,126,2,18.0,1012.0,59.0,5.0,0,1,5,0,28,3,10,16,301,3,0,1
1840,0,0,2,13.0,1007.0,91.0,3.0,0,0,0,0,23,5,1,15,23,3,0,1
1841,0,0,2,12.0,1011.0,92.0,2.0,1,0,0,0,25,0,1,8,25,3,0,1
1842,0,0,0,15.0,1013.0,76.0,3.0,0,0,1,0,21,1,12,22,355,3,0,1
1843,0,0,0,8.0,1022.0,93.0,0.0,0,3,11,0,8,2,12,20,342,3,1,1
1844,0,0,2,13.0,1023.0,93.0,1.0,0,0,0,0,26,1,1,9,26,3,0,1
1845,0,0,2,8.0,1018.0,81.0,1.0,0,3,5,0,2,6,5,8,122,0,0,1
1846,0,32,2,15.0,1019.0,70.0,0.0,0,1,6,0,12,4,11,12,316,2,0,1
1847,0,419,2,15.0,1014.0,55.0,4.0,0,4,6,0,15,3,4,9,105,0,0,1
1848,0,0,0,17.0,1022.0,51.0,2.0,0,2,5,0,28,6,3,21,87,1,0,1
1849,0,0,0,9.0,1014.0,91.0,2.0,0,0,0,0,24,6,1,4,24,3,0,1
1850,2,996,2,11.0,1025.0,94.0,4.0,0,3,2,0,9,3,12,13,343,3,0,1
1851,0,0,0,13.0,1010.0,92.0,0.0,0,2,5,0,21,0,6,2,172,1,0,1
1852,0,0,0,13.0,1021.0,75.0,2.0,0,0,5,0,23,5,10,2,296,3,0,1
1853,2,5452,0,19.0,1022.0,82.0,1.0,0,4,13,0,1,4,10,19,274,2,0,1
1854,0,0,0,9.0,1018.0,81.0,2.0,0,3,5,0,3,0,5,5,123,0,0,1
1855,2,4358,2,17.0,1022.0,77.0,3.0,0,4,17,0,4,0,10,18,277,2,0,1
1856,0,0,1,13.0,1020.0,87.0,1.0,0,0,5,0,14,2,7,6,195,1,0,1
1857,0,245,2,23.0,1015.0,71.0,1.0,0,1,5,0,11,6,7,10,192,1,0,1
1858,0,0,0,10.0,1008.0,91.0,2.0,0,1,0,0,20,2,1,22,20,3,0,1
1859,0,155,0,7.0,1025.0,93.0,1.0,0,2,5,0,30,1,11,0,334,3,0,1
1860,0,0,0,12.0,1020.0,85.0,0.0,0,0,5,0,28,0,6,0,179,1,0,1
1861,2,6956,2,21.0,1010.0,91.0,3.0,1,4,18,1,13,0,9,18,256,2,0,1
